施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
神子の里,2024/08/12 14:41:31,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,親,"買い物、アウトレット, まちあるき、都市散策, ドライブ・ツーリング",県外から訪れていない（石川県内在住）,自家用車,,,使わない,使わない,"10,000円以上 20,000円未満",2～5回目,"観光パンフレット・ポスター, 友人・知人",選択なし/該当施設なし,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,女,2000,石川県,かほく市,300万円以上 400万円未満,景品が当たる,とても満足,10,
道の駅とぎ海街道,2024/08/12 17:53:42,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,家族旅行,"地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）",自家用車,自家用車,,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",11回目以上,息子の下宿先,道の駅のとじま,,選択なし／該当施設なし,義経の船隠し,"1,000円未満",どちらでもない,息子の下宿先なので,どちらでもない,,感じた,布団が二組しかないので,8,金沢市内なので立地は便利,また行きたい（1年以内）,海の幸が美味しいです。,女,1965,愛知県,一宮市,"900万円以上 1,000万円未満",石川県のおすすめ観光スポットが見たい,満足,8,
いこいの村能登半島,2024/08/14 17:40:02,同意する,2泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,福井県,小学生以下連れの家族,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,どちらでもない,子どもがいるので、荷物をたくさん運べて便利でしたが、主人は大変そうでした。,"40,000円以上 50,000円未満","20,000円以上 30,000円未満","40,000円以上 50,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,のとじま水族館,,"1,000円以上 3,000円未満",とても満足,畳のお部屋も満足で、温泉もとてもよかったです。,とても満足,スタッフさんもにこにこ親切で、施設内のレクリエーションも楽しかったです。,感じなかった,,9,ゴーカートがとても長くて、子どもたち大興奮でした！,また行きたい（1年以内）,海鮮が有名だしおいしいのに、飲食店の情報があまりなかったのが残念だった。ネットだと場所がイマイチわからず、場所が思ったより遠かったり、決めるのに時間がかかってしまった。もっとひとつにまとまったサイトがあると嬉しい。,女,1988,東京都,清瀬市,"1,000万円以上 1,200万円未満",景品が当たる,満足,9,景色がとても良かったし、食べ物もとてもおいしかったです。
道の駅すずなり,2024/08/14 18:51:58,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,夫婦2人,友人・親戚を訪ねる,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",11回目以上,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM",選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,どちらでもない,,どちらでもない,,感じなかった,,6,,石川県在住,地元の魚を使ったお寿司,男,1945,石川県,金沢市,200万円以上 300万円未満,なんとなく,満足,8,今はまだ復興していないのでお勧めしません。
龍屋,2024/08/15 9:31:27,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,自宅が石川県,県外の子供と,アウトドア（海水浴、釣り、登山など）,自家用車,自家用車,とても満足,車が自由がきく,使わない,使わない,"5,000円以上 10,000円未満",11回目以上,友人・知人,道の駅のとじま,能登島,選択なし／該当施設なし,能登島のカフェに行く,"5,000円以上 10,000円未満",とても満足,凄くリラックスできる、サップが楽しい,とても満足,ほんとに海を堪能できてリラックスできる,感じなかった,,10,,また行きたい（1年以内）,能登牡蠣、サップ、シュノーケリング,女,1964,石川県,金沢市,300万円以上 400万円未満,ひゃくまんさんが好き,とても満足,10,
コスモアイル羽咋,2024/08/15 12:35:31,同意する,2泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,夫婦2人,友人・親戚を訪ねる,自家用車,自家用車,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",とても満足,,満足,,感じなかった,,7,,機会があれば行きたい,特になし,女,1970,静岡県,静岡市,200万円以上 300万円未満,石川県のおすすめ観光スポットが見たい,とても満足,8,
のと里山海道　西山パーキング,2024/08/15 16:41:49,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,友人・親戚を訪ねる,新幹線,自家用車,,,使わない,"30,000円以上 40,000円未満","20,000円以上 30,000円未満",初めて,友人・知人,選択なし/該当施設なし,実家,選択なし／該当施設なし,なし,使わない,どちらでもない,可もなく不可もなく,どちらでもない,可もなく不可もなく,感じなかった,,5,,機会があれば行きたい,なし,女,1980,神奈川県,川崎市,"1,000万円以上 1,200万円未満",景品が当たる,満足,5,
体験交流施設　ラブロ恋路,2024/08/16 19:36:23,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,友人・親戚を訪ねる,在来線,自家用車,,,使わない,"3,000円以上 5,000円未満",使わない,2～5回目,友人・知人,選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,男,1984,京都府,京都市,400万円以上 500万円未満,景品が当たる,満足,8,
ペンション＆カフェ　クルーズ,2024/08/16 19:57:56,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,恋人,温泉や露天風呂,県外から訪れていない（石川県内在住）,自家用車,とても満足,車だから,使わない,"1,000円以上 3,000円未満",使わない,11回目以上,友人・知人,選択なし/該当施設なし,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,男,2000,石川県,能美市,700万円以上 800万円未満,,とても満足,10,
道の駅のと千里浜,2024/08/17 12:42:51,同意する,4泊以上,石川県内には宿泊しない,石川県内には宿泊しない,富山県,義実家と恋人,"温泉や露天風呂, 地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）, ドライブ・ツーリング",自家用車,自家用車,,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,"X(旧：Twitter), Instagram, 友人・知人",千里浜なぎさドライブウェイ,,選択なし／該当施設なし,銭がめ温泉,"1,000円以上 3,000円未満",満足,地元産がそれなりに充実している,満足,トイレが綺麗。人が多過ぎるので、もうすこし広ければもっと良い,感じた,施設内の通路が狭く、1人が突っ立っていると通り辛い。,9,海岸を車でも楽しめるエンタメ,また行きたい（1年以内）,温泉、ラブライブ！、お茶、地元民が好むごはん,女,1992,茨城県,つくば市,300万円以上 400万円未満,"ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",とても満足,10,温泉も食べ物も景色も最高！
のとじま水族館,2024/08/17 20:00:41,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,友人,"テーマパーク（遊園地、動物園、博物館など）, のと応援",自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,友人・知人,のとじま水族館,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",満足,とても面白かった,満足,トイレがきれい,感じなかった,,8,,機会があれば行きたい,どこの名物とかだけじゃなく味わいポイントをきちんと書いてくれたらもっと嬉しい,女,1972,富山県,富山市,400万円以上 500万円未満,"景品が当たる, なんとなく",満足,7,水族館はマスト
のと里山海道　西山パーキング,2024/08/18 15:43:01,同意する,日帰り,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,友人・親戚を訪ねる,"自家用車, 新幹線",自家用車,満足,,使わない,"10,000円以上 20,000円未満","3,000円以上 5,000円未満",11回目以上,友人・知人,選択なし/該当施設なし,,千里浜なぎさドライブウェイ,,"1,000円未満",とても満足,,とても満足,,感じなかった,,9,,また行きたい（1年以内）,お寿司が大好きです,女,2001,栃木県,栃木市,100万円未満,ひゃくまんさんが好き,とても満足,10,
のとじま水族館,2024/08/19 18:30:29,同意する,1泊,石川県内には宿泊しない,石川県内には宿泊しない,富山県,恋人,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"インターネット・アプリ, X(旧：Twitter), Instagram",選択なし/該当施設なし,,道の駅のとじま,,"3,000円以上 5,000円未満",とても満足,営業再開したばかりでしたが、生き物の展示はもちろん、震災からどのように復興に向かっていったのかの展示等、見応えがあった。,とても満足,同上,感じなかった,,10,,機会があれば行きたい,特になし,男,1997,新潟県,柏崎市,400万円以上 500万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,10,野生のイルカを探すこと、見つけた時の嬉しさがよかった。
道の駅とぎ海街道,2024/08/20 15:05:45,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,輪島,友人,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, ドライブ・ツーリング, 友人・親戚を訪ねる",自家用車,自家用車,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",2～5回目,観光展・物産展,のとじま水族館,,千里浜なぎさドライブウェイ,,"1,000円以上 3,000円未満",とても満足,店員さんがとても優しく丁寧な接客,とても満足,綺麗,感じなかった,,8,近くの世界一長いベンチをみてからか休憩ができゆっくり休むことができました。,また行きたい（1年以内）,藤田屋のかかしをいろんな所で食べたい,女,1998,愛知県,一宮市,200万円以上 300万円未満,景品が当たる,とても満足,10,輪島朝市の方々の人柄
古民家ゲストハウス結舎-YUINOYA-,2024/08/20 19:02:29,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,学校関係（修学旅行・社会科見学等）,お祭りやイベントへの参加・見物,新幹線,徒歩,,,"50,000円以上 100,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,友人・知人,選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,とても満足,,とても満足,お店の方が親切でした。,感じなかった,とくにありません,10,素敵な施設でした。,機会があれば行きたい,海鮮をたべること,女,2004,神奈川県,横浜市,800万円以上 900万円未満,景品が当たる,とても満足,10,都会の疲れを癒せた
のと里山海道　西山パーキング,2024/08/22 15:02:57,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,まちあるき、都市散策,自家用車,自家用車,,,使わない,使わない,使わない,6～10回目,友人・知人,能登食祭市場,,選択なし／該当施設なし,,使わない,とても満足,,とても満足,,感じなかった,,7,,また行きたい（1年以内）,特になし,男,2008,石川県,鳳珠郡能登町,100万円未満,景品が当たる,とても満足,8,
千里浜レストハウス,2024/08/22 17:50:45,同意する,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,自分ひとり,友人・親戚を訪ねる,"新幹線, 在来線",自家用車,,,使わない,"20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,友人・知人,千里浜なぎさドライブウェイ,,道の駅のとじま,,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,特になし,女,1963,兵庫県,神戸市,200万円以上 300万円未満,景品が当たる,とても満足,10,
ホテルアリヴィオ,2024/08/23 9:21:40,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,夫婦2人,宿でのんびり過ごす,レンタカー,レンタカー,とても満足,ご飯が美味しい,"40,000円以上 50,000円未満","40,000円以上 50,000円未満","50,000円以上 100,000円未満",2～5回目,新聞・雑誌・ガイドブック,能登食祭市場,,道の駅のとじま,,"40,000円以上 50,000円未満",とても満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,飯,男,1976,埼玉県,ふじみ野市,800万円以上 900万円未満,景品が当たる,満足,8,
道の駅のと千里浜,2024/08/23 17:09:53,同意する,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,花見や紅葉などの自然鑑賞,自家用車,自家用車,とても満足,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,観光パンフレット・ポスター,千里浜なぎさドライブウェイ,,千里浜なぎさドライブウェイ,,使わない,とても満足,,とても満足,,感じた,,10,,また行きたい（1年以内）,特になし,女,2002,東京都,新宿区,100万円未満,景品が当たる,とても満足,10,
千里浜レストハウス,2024/08/24 14:47:13,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,親,ドライブ・ツーリング,県外から訪れていない（石川県内在住）,自家用車,,,使わない,使わない,"1,000円未満",2～5回目,家族,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"1,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,女,2005,石川県,金沢市,100万円未満,なんとなく,とても満足,10,鳥がいっぱいいて波の音が聞こえながら車を運転するの楽しかったです！
いこいの村能登半島,2024/08/24 20:28:25,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,岐阜県,夫婦2人,友人・親戚を訪ねる,自家用車,自家用車,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",11回目以上,"インターネット・アプリ, 友人・知人, タクシードライバーや地元の人",選択なし/該当施設なし,,千里浜なぎさドライブウェイ,,使わない,どちらでもない,,どちらでもない,,感じた,砂が地震で被害を受けている,8,,また行きたい（1年以内）,海、やまの幸,女,1959,大阪府,大阪市,"900万円以上 1,000万円未満",なんとなく,どちらでもない,5,まだ復興途上
道の駅のと千里浜,2024/08/25 10:29:43,同意する,3泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,親戚,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",在来線,在来線,どちらでもない,時間がかかったため,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",初めて,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ, 観光協会等の案内所",千里浜なぎさドライブウェイ,,のとじま水族館,,"1,000円以上 3,000円未満",満足,,満足,食べるところもあり、お土産もあり、スタッフさんもフレンドリーだったため,感じなかった,,8,もう少しだけお土産があればと思いました。,機会があれば行きたい,のどぐろ、金箔,女,1985,北海道,旭川市,200万円以上 300万円未満,なんとなく,満足,7,街並みや特産品
のとじま水族館,2024/08/25 10:38:26,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,友人,"名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,使わない,"1,000円以上 3,000円未満","1,000円未満",11回目以上,X(旧：Twitter),のとじま水族館,,道の駅のとじま,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,食べ物美味しすぎ,女,1986,石川県,七尾市,400万円以上 500万円未満,"景品が当たる, ひゃくまんさんが好き",とても満足,9,
道の駅のと千里浜,2024/08/26 11:43:57,同意する,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策",自家用車,自家用車,とても満足,千里浜ドライブウェイが綺麗に整備されていて、徒歩0分で海水浴ができる,"10,000円以上 20,000円未満","1,000円未満","40,000円以上 50,000円未満",初めて,"観光パンフレット・ポスター, Instagram, Facebook, 観光協会等の案内所",千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",とても満足,魚介類が安い点。,とても満足,,感じなかった,,10,,また行きたい（1年以内）,源泉掛け流しの温泉や銭湯,男,2002,神奈川県,綾瀬市,400万円以上 500万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい",とても満足,10,
いこいの村能登半島,2024/08/31 9:32:19,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,夫婦2人,宿でのんびり過ごす,自家用車,自家用車,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,白山市,"5,000円以上 10,000円未満",満足,接客対応が良かった,満足,清潔で綺麗だった,感じなかった,,8,品数豊富,また行きたい（1年以内）,お土産で農産物を推奨してほしい,女,1962,福井県,鯖江市,"1,000万円以上 1,200万円未満",景品が当たる,満足,8,ショッピングモール　品数豊富
のとじま水族館,2024/09/01 9:40:06,同意する,3泊,3泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,配偶者と高校生以上の子ども,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",レンタカー,レンタカー,とても満足,,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",2～5回目,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), Instagram",千里浜なぎさドライブウェイ,,選択なし／該当施設なし,まつさき、手取フィッシュランド、羽咋市、古墳の湯、,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,各市の名産やグルメなど各市のサイトではなく、一括で見られる所があるとわかりやすい,女,1975,東京都,新宿区,600万円以上 700万円未満,"景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",とても満足,10,
のと里山海道　西山パーキング,2024/09/01 13:26:31,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,夫婦2人,完熟柿ソフトクリームを食べにきた,自家用車,自家用車,,,使わない,使わない,"1,000円以上 3,000円未満",6～10回目,友人・知人,選択なし/該当施設なし,ヤマキシ,選択なし／該当施設なし,自宅,"1,000円未満",満足,店員さんの愛想が良い,満足,土産物が充実している,感じなかった,,8,完熟柿ソフトクリームがとても美味しい,石川県在住,特になし,男,1969,石川県,鹿島郡中能登町,700万円以上 800万円未満,景品が当たる,どちらでもない,8,完熟柿ソフトクリームが美味しい
のとじま水族館,2024/09/05 15:38:50,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,テーマパーク（遊園地、動物園、博物館など）,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",11回目以上,"X(旧：Twitter), Instagram, Facebook",選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,石川県在住,特になし,女,1976,石川県,白山市,300万円以上 400万円未満,景品が当たる,とても満足,10,
道の駅のと千里浜,2024/09/06 9:45:20,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,日本一周中全国各地,恋人,"地元の美味しいものを食べる, 名所、旧跡の観光, ドライブ・ツーリング, 災害ボランティア",自家用車,自家用車,,,"1,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,Instagram,選択なし/該当施設なし,,千里浜なぎさドライブウェイ,,使わない,満足,綺麗清潔,満足,温かさを感じる,感じなかった,,7,,機会があれば行きたい,地元の特産品,女,1998,大阪府,茨木市,100万円以上 200万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",満足,9,自然
のと里山空港,2024/09/13 11:19:43,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,地元の美味しいものを食べる,自家用車,自家用車,満足,,"1,000円以上 3,000円未満","1,000円未満","1,000円以上 3,000円未満",11回目以上,タクシードライバーや地元の人,輪島朝市,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,7,,また行きたい（1年以内）,海鮮,男,1988,石川県,輪島市,800万円以上 900万円未満,景品が当たる,満足,8,
ホテルアリヴィオ,2024/09/13 19:12:12,同意する,4泊以上,4泊以上,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 出張など仕事関係","新幹線, 在来線",徒歩,,,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","50,000円以上 100,000円未満",2～5回目,"観光パンフレット・ポスター, X(旧：Twitter), Instagram, 友人・知人, タクシードライバーや地元の人",能登食祭市場,,輪島朝市,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,能登地方のお土産(お菓子類)を増やしていただけると嬉しいです。定期的にお土産を購入する際、前回と重複してしまうことがあるのでラインナップが多いと助かります。また、レンタルサイクルの拡充をいただき車以外の手段でも能登地方を巡れるとより良いなと感じています。,女,1999,神奈川県,横浜市,400万円以上 500万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",とても満足,10,
古民家ゲストハウス結舎-YUINOYA-,2024/09/14 7:02:52,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,ドライブ・ツーリング,自家用車,自家用車,とても満足,天生峠が走っていて楽しい峠だった。千里浜も最高です,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"観光展・物産展, 新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",千里浜なぎさドライブウェイ,,千里浜なぎさドライブウェイ,,"10,000円以上 20,000円未満",とても満足,料金の安さと食事の美味しさの2つが、他の宿泊者の出す物音を上回るので結果満足,とても満足,先に述べた通り,感じなかった,,7,,また行きたい（1年以内）,千里浜なぎさドライブウェイが走れればそれで,男,1987,神奈川県,横浜市,500万円以上 600万円未満,なんとなく,とても満足,10,神奈川県からは遠いが、行きにくさを上回る興奮と旅の充足度
道の駅とぎ海街道,2024/09/15 15:00:04,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,夫婦2人,友人・親戚を訪ねる,自家用車,自家用車,,,使わない,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,新聞・雑誌・ガイドブック,選択なし/該当施設なし,道の駅　穴水,選択なし／該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,ソフトクリームを食べたかったが、機械洗浄中のため購入できなかった,満足,他のメニューは購入できたのでよかった、券売機使用の際などお店の方から声をかけてくださってよかった,感じなかった,,8,お土産品や食事内容などもう少し種類を増やしてもらえたらより魅力的になると思った,また行きたい（1年以内）,石川県や能登の美味しいものがたくさんあるので、いろんな人に食べてもらえるようにどんどん発信してほしいと思う,女,1988,富山県,富山市,700万円以上 800万円未満,景品が当たる,満足,8,穴水駅でポケモン電車をみることができてよかったので、またイベントなどある時は人にも勧めたいと思った
道の駅すずなり,2024/09/15 16:45:30,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,自分ひとり,ボランティア参加,自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",6～10回目,Googleマップ,選択なし/該当施設なし,,選択なし／該当施設なし,,"1,000円未満",どちらでもない,,どちらでもない,,感じなかった,,5,,また行きたい（1年以内）,特になし,女,1971,富山県,富山市,400万円以上 500万円未満,なんとなく,どちらでもない,5,
休暇村能登千里浜,2024/09/16 7:48:30,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 名所、旧跡の観光",自家用車,自家用車,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ",千里浜なぎさドライブウェイ,気多大社,千里浜なぎさドライブウェイ,,"1,000円未満",満足,浜辺を走れて良かった,満足,,感じなかった,,8,,また行きたい（1年以内）,お刺身の鮮度が少し残念でした　準備で冷蔵庫に入ってたことが分かる状況だったので改善して欲しいと思いました,男,1975,新潟県,小千谷市,800万円以上 900万円未満,なんとなく,満足,10,地震の後心配でしたがほぼ復旧されており応援の気持ちで訪れた方が良いと思いました
